yyyy,mm,tmax,tmin,latitude,longitude
,,degC,degC,-6.318,58.214
1942,11,9.1,3.1,,
1942,12,9.3,3.8,,
1943,1,7.4,2.5,,
1943,2,9,2.7,,
1943,3,9.6,3.9,,
1943,4,10.9,5,,
1943,5,12.3,5.6,,
1943,6,14.3,8.4,,
1943,7,15.7,9.7,,
1943,8,14.7,9.3,,
1943,9,14.4,7.9,,
1943,10,12.8,7.7,,
1943,11,9,3.6,,
1943,12,8.3,2.9,,
1944,1,8.1,2.8,,
1944,2,7.2,1.4,,
1944,3,7.8,2.6,,
1944,4,11.5,5.5,,
1944,5,11.7,6.4,,
1944,6,13.6,8.4,,
1944,7,16.9,11.2,,
1944,8,17.6,9.8,,
1944,9,13.8,7,,
1944,10,11.4,5.1,,
1944,11,8,1.6,,
1944,12,7.2,2.2,,
1945,1,4.4,-2.3,,
1945,2,8.6,3.3,,
1945,3,10.5,5.4,,
1945,4,10.3,4.7,,
1945,5,12.7,5.8,,
1945,6,15.4,8.5,,
1945,7,16.6,11.3,,
1945,8,17,10.8,,
1945,9,15.6,9.6,,
1945,10,13.5,7.8,,
1945,11,10.9,4.8,,
1945,12,8.7,3.1,,
1946,1,7.6,2.6,,
1946,2,7.3,1.3,,
1946,3,8.5,3,,
1946,4,10.7,4.6,,
1946,5,13.1,5.7,,
1946,6,14.3,7.9,,
1946,7,15.2,10.5,,
1946,8,15.6,9,,
1946,9,14.3,9,,
1946,10,11.9,5.4,,
1946,11,9.5,4.1,,
1946,12,7.6,1.4,,
1947,1,6.7,1.2,,
1947,2,2.9,-2.1,,
1947,3,5.4,-0.2,,
1947,4,9.1,3.7,,
1947,5,13.4,6.7,,
1947,6,14.6,8.7,,
1947,7,16.6,10,,
1947,8,19.4,10.7,,
1947,9,14.8,8.4,,
1947,10,13.2,7.3,,
1947,11,8.4,3,,
1947,12,7.7,3,,
1948,1,6.1,0.2,,
1948,2,7.7,1.4,,
1948,3,10.5,3.5,,
1948,4,10.5,3.9,,
1948,5,13,4.7,,
1948,6,14.9,8.8,,
1948,7,15.9,9.9,,
1948,8,14.9,10.1,,
1948,9,14,8.2,,
1948,10,11.3,5.8,,
1948,11,10.6,4.6,,
1948,12,9,4.2,,
1949,1,7.9,1.5,,
1949,2,8.6,2.6,,
1949,3,8.8,1.9,,
1949,4,10.6,4.6,,
1949,5,12.1,5.7,,
1949,6,15.5,8.6,,
1949,7,17.3,11,,
1949,8,16.5,10.6,,
1949,9,16.1,10.2,,
1949,10,12.9,8,,
1949,11,10,3.3,,
1949,12,7.4,1.3,,
1950,1,8.4,4.8,,
1950,2,6.6,0.3,,
1950,3,9.4,4.2,,
1950,4,9.2,2.7,,
1950,5,12.6,6.4,,
1950,6,15.2,8.5,,
1950,7,16.8,10.7,,
1950,8,17,10.6,,
1950,9,13.6,8.2,,
1950,10,11.7,5.8,,
1950,11,7.8,2.9,,
1950,12,4.6,-0.7,,
1951,1,6,0.6,,
1951,2,6,-0.2,,
1951,3,6.5,1.3,,
1951,4,8.2,1.5,,
1951,5,12,5.4,,
1951,6,13.9,7.3,,
1951,7,15.4,9.7,,
1951,8,15.2,9.5,,
1951,9,14.8,9,,
1951,10,12.7,6.4,,
1951,11,10.1,4.2,,
1951,12,7.5,2.9,,
